target_name,target_accession,tlen,query_name,query_accession,query_len,full_evalue,full_score,full_bias,domain_num,domain_total,domain_c_evalue,domain_i_evalue,domain_score,domain_bias,hmm_coord_from,hmm_coord_to,ali_coord_from,ali_coord_to,env_coord_from,env_coord_to,accuracy,description,full_query_name
CAP_GLY,PF01302.21,59,Transcript_2997,-,441,1.6e-12,47.3,0.1,1,1,1.6e-16,2.7e-12,46.6,0.1,0,59,21,219,21,219,0.91,CAP-Gly domain,Transcript_2997.p1
DEAD,PF00270.25,175,Transcript_2998,-,79,4e-22,78.7,0.0,1,1,2.7e-26,4.3e-22,78.6,0.0,95,174,0,228,0,231,0.9,DEAD/DEAH box helicase,Transcript_2998.p2
RRN3,PF05327.7,559,Transcript_2999,-,93,2.3e-27,95.7,0.6,1,1,1.6e-31,2.6e-27,95.5,0.6,271,360,21,276,3,279,0.93,RNA polymerase I specific transcription initiation factor RRN3,Transcript_2999.p1
COX5A,PF02284.12,103,Transcript_3001,-,149,1.7e-40,137.0,1.3,1,1,1.4e-44,2.3e-40,136.6,1.3,1,102,135,432,132,435,0.98,Cytochrome c oxidase subunit Va,Transcript_3001.p1
Globin,PF00042.18,110,Transcript_3002,-,408,4.2e-10,40.0,0.2,1,2,2.4e-13,2e-09,37.9,0.0,1,109,42,330,39,333,0.88,Globin,Transcript_3002.p1
Globin,PF00042.18,110,Transcript_3002,-,408,4.2e-10,40.0,0.2,2,2,0.26,2100.0,-0.9,0.1,51,71,960,1020,945,1098,0.61,Globin,Transcript_3002.p1
FAD_binding_6,PF00970.20,99,Transcript_3002,-,408,8.6e-10,38.7,0.0,1,1,2e-13,1.6e-09,37.9,0.0,2,97,480,807,474,813,0.8,Oxidoreductase FAD-binding domain,Transcript_3002.p1
ApoO,PF09769.5,130,Transcript_3002,-,234,2.1e-33,115.0,0.0,1,2,3.5e-37,5.7e-33,113.5,0.0,2,129,180,549,174,552,0.96,Apolipoprotein O,Transcript_3002.p2
ApoO,PF09769.5,130,Transcript_3002,-,234,2.1e-33,115.0,0.0,2,2,0.27,4400.0,-2.5,0.1,27,46,606,663,555,684,0.48,Apolipoprotein O,Transcript_3002.p2
Patched,PF02460.14,802,Transcript_3004,-,452,9.5e-34,116.5,11.8,1,1,2.9e-37,2.3e-33,115.2,11.8,418,800,33,1311,3,1317,0.85,Patched family,Transcript_3004.p1
ACR_tran,PF00873.15,1021,Transcript_3004,-,452,2.3e-08,32.1,14.2,1,1,3.8e-12,3.1e-08,31.7,14.2,338,489,861,1311,843,1338,0.92,AcrB/AcrD/AcrF family,Transcript_3004.p1
DUF2401,PF10287.5,228,Transcript_3005,-,456,8.6e-94,313.3,1.1,1,2,0.3,2500.0,-2.3,0.6,189,190,516,519,384,645,0.5,Putative TOS1-like glycosyl hydrolase (DUF2401),Transcript_3005.p1
DUF2401,PF10287.5,228,Transcript_3005,-,456,8.6e-94,313.3,1.1,2,2,1.1e-97,8.6e-94,313.3,1.1,0,228,660,1332,660,1332,0.98,Putative TOS1-like glycosyl hydrolase (DUF2401),Transcript_3005.p1
DUF2403,PF10290.5,63,Transcript_3005,-,456,3.1e-27,94.6,0.0,1,1,1.2e-30,9.4e-27,93.1,0.0,0,63,111,300,111,300,0.98,Glycine-rich protein domain (DUF2403),Transcript_3005.p1
HSP70,PF00012.16,601,Transcript_3009,-,694,4e-207,689.0,1.2,1,2,4.9e-211,4e-207,689.0,1.2,1,599,12,1926,9,1932,0.99,Hsp70 protein,Transcript_3009.p1
HSP70,PF00012.16,601,Transcript_3009,-,694,4e-207,689.0,1.2,2,2,0.6,4900.0,-4.8,7.7,498,536,1944,2058,1917,2076,0.5,Hsp70 protein,Transcript_3009.p1
MreB_Mbl,PF06723.9,327,Transcript_3009,-,694,7.1e-11,41.4,0.2,1,2,0.04,330.0,-0.3,0.0,2,28,9,96,3,198,0.69,MreB/Mbl protein,Transcript_3009.p1
MreB_Mbl,PF06723.9,327,Transcript_3009,-,694,7.1e-11,41.4,0.2,2,2,5.1e-14,4.1e-10,38.8,0.0,70,317,345,1134,324,1152,0.72,MreB/Mbl protein,Transcript_3009.p1
Oxidored-like,PF09791.5,46,Transcript_3009,-,249,1e-25,88.9,2.9,1,1,1.1e-29,1.8e-25,88.1,2.9,1,45,210,342,207,345,0.97,"Oxidoreductase-like protein, N-terminal",Transcript_3009.p2
NAD-GH,PF10712.5,576,Transcript_3009,-,103,2.7e-08,32.6,0.0,1,1,1.7e-12,2.8e-08,32.6,0.0,471,564,21,297,0,306,0.93,NAD-specific glutamate dehydrogenase,Transcript_3009.p3
Ribosomal_S10,PF00338.18,98,Transcript_3010,-,122,8.3e-25,86.8,1.1,1,1,6.4e-29,1e-24,86.4,1.1,0,97,66,348,66,351,0.96,Ribosomal protein S10p/S20e,Transcript_3010.p1
GIDA,PF01134.18,392,Transcript_3011,-,145,2.4e-33,115.7,0.1,1,1,3.6e-37,2.9e-33,115.4,0.1,315,390,0,225,0,231,0.96,Glucose inhibited division protein A,Transcript_3011.p1
GIDA_assoc,PF13932.2,184,Transcript_3011,-,145,9.3e-32,110.4,0.0,1,1,1.5e-35,1.3e-31,110.0,0.0,0,65,237,432,237,435,0.96,GidA associated domain,Transcript_3011.p1
Rep_fac-A_C,PF08646.6,146,Transcript_3013,-,643,3.7e-60,201.8,2.1,1,2,0.00047,2.5,7.8,0.0,54,80,723,801,705,999,0.81,Replication factor-A C terminal domain,Transcript_3013.p1
Rep_fac-A_C,PF08646.6,146,Transcript_3013,-,643,3.7e-60,201.8,2.1,2,2,3.7e-61,2e-57,193.0,0.9,0,146,1458,1896,1458,1896,0.99,Replication factor-A C terminal domain,Transcript_3013.p1
REPA_OB_2,PF16900.1,98,Transcript_3013,-,643,4.9e-33,112.8,0.7,1,4,0.035,190.0,1.9,0.0,28,67,162,279,144,315,0.84,Replication protein A OB domain,Transcript_3013.p1
REPA_OB_2,PF16900.1,98,Transcript_3013,-,643,4.9e-33,112.8,0.7,2,4,0.2,1100.0,-0.5,0.0,40,72,729,828,657,852,0.74,Replication protein A OB domain,Transcript_3013.p1
REPA_OB_2,PF16900.1,98,Transcript_3013,-,643,4.9e-33,112.8,0.7,3,4,2.7e-33,1.5e-29,101.7,0.0,1,97,978,1263,975,1266,0.97,Replication protein A OB domain,Transcript_3013.p1
REPA_OB_2,PF16900.1,98,Transcript_3013,-,643,4.9e-33,112.8,0.7,4,4,0.009,48.0,3.8,0.0,40,83,1626,1755,1593,1785,0.81,Replication protein A OB domain,Transcript_3013.p1
tRNA_anti-codon,PF01336.21,76,Transcript_3013,-,643,3e-14,52.6,0.8,1,4,0.02,110.0,2.7,0.0,20,75,204,378,153,381,0.72,OB-fold nucleic acid binding domain,Transcript_3013.p1
tRNA_anti-codon,PF01336.21,76,Transcript_3013,-,643,3e-14,52.6,0.8,2,4,2.9e-12,1.6e-08,34.3,0.0,0,71,651,906,651,921,0.85,OB-fold nucleic acid binding domain,Transcript_3013.p1
tRNA_anti-codon,PF01336.21,76,Transcript_3013,-,643,3e-14,52.6,0.8,3,4,0.00026,1.4,8.8,0.0,19,66,1092,1227,1011,1251,0.76,OB-fold nucleic acid binding domain,Transcript_3013.p1
tRNA_anti-codon,PF01336.21,76,Transcript_3013,-,643,3e-14,52.6,0.8,4,4,0.048,260.0,1.6,0.0,18,42,1623,1695,1614,1740,0.79,OB-fold nucleic acid binding domain,Transcript_3013.p1
SIN1_PH,PF16979.1,110,Transcript_3015,-,186,2.9e-19,69.2,0.6,1,2,0.49,8000.0,-3.0,0.0,93,105,78,114,63,147,0.63,"SAPK-interacting protein 1 (Sin1), Pleckstrin-homology",Transcript_3015.p1
SIN1_PH,PF16979.1,110,Transcript_3015,-,186,2.9e-19,69.2,0.6,2,2,1.8e-23,2.9e-19,69.2,0.6,1,77,342,558,339,558,0.94,"SAPK-interacting protein 1 (Sin1), Pleckstrin-homology",Transcript_3015.p1
Ribonuc_red_sm,PF00268.17,274,Transcript_3017,-,418,1.5e-113,378.8,1.6,1,1,1.2e-117,2e-113,378.3,1.6,0,274,306,1113,306,1113,0.98,"Ribonucleotide reductase, small chain",Transcript_3017.p1
bZIP_1,PF00170.17,64,Transcript_3018,-,349,5.7e-07,29.4,17.1,1,1,9e-11,1.5e-06,28.1,17.1,5,62,492,663,483,669,0.92,bZIP transcription factor,Transcript_3018.p1
SIL1,PF16782.1,290,Transcript_3019,-,441,7.6e-108,360.0,14.3,1,1,5.9e-112,9.5e-108,359.7,14.3,1,290,423,1320,420,1320,0.97,Nucleotide exchange factor SIL1,Transcript_3019.p1
ABC2_membrane,PF01061.20,210,Transcript_3021,-,123,4.3e-10,39.2,6.4,1,1,3e-14,4.9e-10,39.0,6.4,1,71,144,360,141,369,0.88,ABC-2 type transporter,Transcript_3021.p1
Glucosamine_iso,PF01182.16,224,Transcript_3022,-,256,1.1e-57,195.3,0.0,1,1,7.9e-62,1.3e-57,195.2,0.0,1,224,24,723,21,723,0.88,Glucosamine-6-phosphate isomerases/6-phosphogluconolactonase,Transcript_3022.p1
DNA_primase_lrg,PF04104.10,266,Transcript_3023,-,313,2.3e-95,318.9,0.4,1,1,1.6e-99,2.7e-95,318.7,0.4,0,266,18,864,18,864,0.99,"Eukaryotic and archaeal DNA primase, large subunit",Transcript_3023.p1
CRC_subunit,PF08624.6,135,Transcript_3024,-,436,4.1e-52,176.0,0.0,1,2,0.88,14000.0,-3.8,0.4,122,132,129,159,120,162,0.8,Chromatin remodelling complex Rsc7/Swp82 subunit,Transcript_3024.p1
CRC_subunit,PF08624.6,135,Transcript_3024,-,436,4.1e-52,176.0,0.0,2,2,2.5e-56,4.1e-52,176.0,0.0,1,135,363,759,360,759,0.98,Chromatin remodelling complex Rsc7/Swp82 subunit,Transcript_3024.p1
SBE2,PF17076.1,820,Transcript_3025,-,284,5e-125,418.5,21.4,1,1,3.4e-129,5.5e-125,418.4,21.4,542,819,9,843,0,846,0.96,"SBE2, cell-qall formation",Transcript_3025.p1
Prenyltrans,PF00432.17,44,Transcript_3027,-,377,6.7e-36,121.6,13.6,1,6,0.23,3800.0,-2.3,0.2,31,43,312,348,312,348,0.87,Prenyltransferase and squalene oxidase repeat,Transcript_3027.p1
Prenyltrans,PF00432.17,44,Transcript_3027,-,377,6.7e-36,121.6,13.6,2,6,2.8e-13,4.5e-09,35.8,0.1,1,44,378,537,375,537,0.97,Prenyltransferase and squalene oxidase repeat,Transcript_3027.p1
Prenyltrans,PF00432.17,44,Transcript_3027,-,377,6.7e-36,121.6,13.6,3,6,6.1e-12,9.9e-08,31.5,0.1,0,43,567,690,567,693,0.97,Prenyltransferase and squalene oxidase repeat,Transcript_3027.p1
Prenyltrans,PF00432.17,44,Transcript_3027,-,377,6.7e-36,121.6,13.6,4,6,0.38,6200.0,-3.0,0.0,4,14,726,756,720,765,0.78,Prenyltransferase and squalene oxidase repeat,Transcript_3027.p1
Prenyltrans,PF00432.17,44,Transcript_3027,-,377,6.7e-36,121.6,13.6,5,6,3.7e-12,5.9e-08,32.2,0.2,13,43,810,900,804,903,0.95,Prenyltransferase and squalene oxidase repeat,Transcript_3027.p1
Prenyltrans,PF00432.17,44,Transcript_3027,-,377,6.7e-36,121.6,13.6,6,6,4.2e-11,6.8e-07,28.8,0.0,2,43,927,1056,921,1059,0.95,Prenyltransferase and squalene oxidase repeat,Transcript_3027.p1
ACPS,PF01648.16,114,Transcript_3027,-,183,8e-10,38.8,0.0,1,1,6.7e-14,1.1e-09,38.3,0.0,1,83,126,366,123,444,0.79,4'-phosphopantetheinyl transferase superfamily,Transcript_3027.p2
Carboxyl_trans,PF01039.18,494,Transcript_3028,-,418,3.9e-101,339.0,0.0,1,1,2.8e-105,4.5e-101,338.8,0.0,230,494,12,960,0,960,0.95,Carboxyl transferase domain,Transcript_3028.p1
ATP-synt_DE_N,PF02823.12,80,Transcript_3029,-,161,2.4e-19,68.9,0.0,1,1,2.1e-23,3.3e-19,68.4,0.0,0,77,93,327,93,336,0.92,"ATP synthase, Delta/Epsilon chain, beta-sandwich domain",Transcript_3029.p1
GDC-P,PF02347.12,430,Transcript_3030,-,170,3.7e-08,32.5,0.1,1,1,2.6e-12,4.3e-08,32.3,0.1,188,285,69,369,6,408,0.84,Glycine cleavage system P-protein,Transcript_3030.p1
AHS2,PF02626.11,237,Transcript_3031,-,227,2.3e-26,92.5,0.0,1,2,8.8e-30,7.1e-26,90.9,0.0,147,236,0,306,0,309,0.98,Allophanate hydrolase subunit 2,Transcript_3031.p1
AHS2,PF02626.11,237,Transcript_3031,-,227,2.3e-26,92.5,0.0,2,2,0.12,990.0,-1.2,0.0,69,98,558,645,474,654,0.79,Allophanate hydrolase subunit 2,Transcript_3031.p1
AHS1,PF02682.12,202,Transcript_3031,-,227,2.6e-09,37.0,0.0,1,1,4.8e-13,3.9e-09,36.4,0.0,1,70,462,672,459,681,0.95,Allophanate hydrolase subunit 1,Transcript_3031.p1
Carn_acyltransf,PF00755.16,537,Transcript_3033,-,95,2.7e-15,56.0,0.3,1,1,1.7e-19,2.8e-15,55.9,0.3,12,89,0,267,0,285,0.88,Choline/Carnitine o-acyltransferase,Transcript_3033.p1
TPT,PF03151.12,290,Transcript_3034,-,443,7.1e-15,55.0,14.5,1,2,7.3e-13,3e-09,36.5,6.5,3,136,18,456,9,474,0.89,Triose-phosphate Transporter family,Transcript_3034.p1
TPT,PF03151.12,290,Transcript_3034,-,443,7.1e-15,55.0,14.5,2,2,7.7e-09,3.1e-05,23.3,1.0,210,290,861,1122,669,1122,0.69,Triose-phosphate Transporter family,Transcript_3034.p1
UAA,PF08449.7,302,Transcript_3034,-,443,8.2e-10,38.2,10.0,1,2,1.7e-12,6.8e-09,35.2,1.8,71,179,270,585,36,612,0.77,UAA transporter family,Transcript_3034.p1
UAA,PF08449.7,302,Transcript_3034,-,443,8.2e-10,38.2,10.0,2,2,0.00033,1.3,8.0,1.4,246,300,960,1125,672,1131,0.81,UAA transporter family,Transcript_3034.p1
PUNUT,PF16913.1,322,Transcript_3034,-,443,1.1e-08,34.6,4.0,1,2,2.6e-12,1.1e-08,34.6,4.0,71,198,231,615,99,630,0.79,Purine nucleobase transmembrane transport,Transcript_3034.p1
PUNUT,PF16913.1,322,Transcript_3034,-,443,1.1e-08,34.6,4.0,2,2,0.031,120.0,1.5,0.8,264,319,972,1140,780,1146,0.75,Purine nucleobase transmembrane transport,Transcript_3034.p1
EamA,PF00892.16,137,Transcript_3034,-,443,2.6e-07,30.7,37.1,1,3,8.8e-07,0.0036,17.4,15.2,54,137,213,459,3,459,0.86,EamA-like transporter family,Transcript_3034.p1
EamA,PF00892.16,137,Transcript_3034,-,443,2.6e-07,30.7,37.1,2,3,0.0023,9.5,6.3,0.1,1,34,507,606,504,618,0.88,EamA-like transporter family,Transcript_3034.p1
EamA,PF00892.16,137,Transcript_3034,-,443,2.6e-07,30.7,37.1,3,3,7.4e-06,0.03,14.4,9.5,65,132,906,1110,756,1125,0.87,EamA-like transporter family,Transcript_3034.p1
CorA,PF01544.14,292,Transcript_3035,-,810,3.8e-39,134.6,3.9,1,3,6e-10,9.8e-06,24.9,0.0,5,67,1017,1203,1014,1215,0.95,CorA-like Mg2+ transporter protein,Transcript_3035.p1
CorA,PF01544.14,292,Transcript_3035,-,810,3.8e-39,134.6,3.9,2,3,1e-11,1.6e-07,30.8,0.1,58,145,1491,1761,1422,1791,0.86,CorA-like Mg2+ transporter protein,Transcript_3035.p1
CorA,PF01544.14,292,Transcript_3035,-,810,3.8e-39,134.6,3.9,3,3,3.5e-26,5.7e-22,78.2,0.3,145,292,1947,2415,1926,2415,0.91,CorA-like Mg2+ transporter protein,Transcript_3035.p1
RICTOR_V,PF14668.2,71,Transcript_3036,-,334,2.4e-31,107.6,0.8,1,3,0.62,10000.0,-3.3,0.0,15,26,30,63,21,99,0.56,"Rapamycin-insensitive companion of mTOR, domain 5",Transcript_3036.p1
RICTOR_V,PF14668.2,71,Transcript_3036,-,334,2.4e-31,107.6,0.8,2,3,5.5e-35,9e-31,105.8,0.2,1,71,150,360,147,360,0.98,"Rapamycin-insensitive companion of mTOR, domain 5",Transcript_3036.p1
RICTOR_V,PF14668.2,71,Transcript_3036,-,334,2.4e-31,107.6,0.8,3,3,0.13,2200.0,-1.2,0.0,15,36,750,810,741,879,0.76,"Rapamycin-insensitive companion of mTOR, domain 5",Transcript_3036.p1
Nop25,PF09805.5,137,Transcript_3038,-,236,1.9e-38,131.9,18.4,1,2,1.2e-42,1.9e-38,131.9,18.4,1,136,54,480,51,483,0.85,Nucleolar protein 12 (25kDa),Transcript_3038.p1
Nop25,PF09805.5,137,Transcript_3038,-,236,1.9e-38,131.9,18.4,2,2,0.34,5500.0,-2.4,3.7,62,77,612,657,501,705,0.46,Nucleolar protein 12 (25kDa),Transcript_3038.p1
RNA_pol_Rpa2_4,PF06883.8,58,Transcript_3042,-,182,2.1e-24,85.2,0.0,1,1,4.7e-28,3.8e-24,84.3,0.0,0,58,249,426,249,426,0.99,"RNA polymerase I, Rpa2 specific domain",Transcript_3042.p1
RNA_pol_Rpb2_3,PF04565.12,68,Transcript_3042,-,182,3.2e-18,65.5,0.1,1,1,7.3e-22,5.9e-18,64.6,0.1,27,68,3,126,0,126,0.96,"RNA polymerase Rpb2, domain 3",Transcript_3042.p1
Metallophos,PF00149.24,197,Transcript_3043,-,125,6.4e-18,65.8,0.0,1,1,4.2e-22,6.8e-18,65.7,0.0,61,183,9,372,0,375,0.94,Calcineurin-like phosphoesterase,Transcript_3043.p1
DUF4112,PF13430.2,105,Transcript_3044,-,241,1.1e-30,105.9,0.3,1,1,9.3e-35,1.5e-30,105.4,0.3,1,104,183,495,180,498,0.94,Domain of unknown function (DUF4112),Transcript_3044.p1
Pkinase,PF00069.21,262,Transcript_3045,-,725,4e-40,137.7,0.1,1,2,0.013,100.0,1.9,0.0,16,58,1203,1335,1116,1347,0.51,Protein kinase domain,Transcript_3045.p1
Pkinase,PF00069.21,262,Transcript_3045,-,725,4e-40,137.7,0.1,2,2,2.4e-42,1.9e-38,132.1,0.0,54,262,1398,2118,1386,2118,0.84,Protein kinase domain,Transcript_3045.p1
Pkinase_Tyr,PF07714.13,260,Transcript_3045,-,725,3.2e-18,65.8,0.0,1,2,0.1,830.0,-1.1,0.0,6,61,1131,1335,1119,1350,0.66,Protein tyrosine kinase,Transcript_3045.p1
Pkinase_Tyr,PF07714.13,260,Transcript_3045,-,725,3.2e-18,65.8,0.0,2,2,1.8e-21,1.4e-17,63.7,0.0,57,256,1398,2100,1380,2109,0.78,Protein tyrosine kinase,Transcript_3045.p1
UcrQ,PF02939.12,78,Transcript_3045,-,95,9.2e-34,115.1,2.5,1,1,6.5e-38,1.1e-33,114.9,2.5,0,77,33,264,33,267,0.99,UcrQ family,Transcript_3045.p4
EF1_GNE,PF00736.15,90,Transcript_3046,-,221,1.1e-33,115.1,1.8,1,2,0.81,6600.0,-2.8,0.0,76,85,123,150,48,159,0.49,EF-1 guanine nucleotide exchange domain,Transcript_3046.p1
EF1_GNE,PF00736.15,90,Transcript_3046,-,221,1.1e-33,115.1,1.8,2,2,1.3e-37,1.1e-33,115.1,1.8,1,90,408,660,405,660,0.98,EF-1 guanine nucleotide exchange domain,Transcript_3046.p1
EF-1_beta_acid,PF10587.5,28,Transcript_3046,-,221,7.4e-14,51.7,6.3,1,3,2.0,16000.0,-5.4,6.3,5,11,261,279,261,285,0.57,Eukaryotic elongation factor 1 beta central acidic region,Transcript_3046.p1
EF-1_beta_acid,PF10587.5,28,Transcript_3046,-,221,7.4e-14,51.7,6.3,2,3,9.1e-18,7.4e-14,51.7,6.3,0,28,288,372,288,372,0.99,Eukaryotic elongation factor 1 beta central acidic region,Transcript_3046.p1
EF-1_beta_acid,PF10587.5,28,Transcript_3046,-,221,7.4e-14,51.7,6.3,3,3,2.0,16000.0,-4.3,2.3,5,10,606,621,606,624,0.49,Eukaryotic elongation factor 1 beta central acidic region,Transcript_3046.p1
Sterol_MT_C,PF08498.6,66,Transcript_3047,-,384,9.9e-28,96.1,1.5,1,1,1e-30,1.6e-27,95.4,1.5,1,66,912,1107,909,1107,0.98,Sterol methyltransferase C-terminal,Transcript_3047.p1
Methyltransf_11,PF08241.8,95,Transcript_3047,-,384,5.7e-20,71.6,0.0,1,1,7.7e-23,1.2e-19,70.5,0.0,0,94,369,663,369,666,0.95,Methyltransferase domain,Transcript_3047.p1
Methyltransf_31,PF13847.2,152,Transcript_3047,-,384,1.5e-16,60.5,0.1,1,1,1.6e-19,2.6e-16,59.7,0.1,3,126,357,720,348,852,0.89,Methyltransferase domain,Transcript_3047.p1
CMAS,PF02353.16,273,Transcript_3047,-,384,6.4e-14,51.8,0.3,1,1,5.4e-17,8.7e-14,51.3,0.3,5,217,195,828,180,912,0.8,Mycolic acid cyclopropane synthetase,Transcript_3047.p1
Methyltransf_23,PF13489.2,165,Transcript_3047,-,384,1.6e-13,50.8,0.0,1,1,1.6e-16,2.6e-13,50.1,0.0,20,163,351,816,291,822,0.86,Methyltransferase domain,Transcript_3047.p1
Methyltransf_18,PF12847.3,110,Transcript_3047,-,384,1.5e-12,48.2,0.0,1,2,3.9e-15,6.3e-12,46.2,0.0,1,107,357,666,354,675,0.93,Methyltransferase domain,Transcript_3047.p1
Methyltransf_18,PF12847.3,110,Transcript_3047,-,384,1.5e-12,48.2,0.0,2,2,2.2,3600.0,-1.3,0.0,17,40,735,804,726,1014,0.69,Methyltransferase domain,Transcript_3047.p1
Methyltransf_12,PF08242.8,99,Transcript_3047,-,384,2.3e-12,47.3,0.1,1,2,8.3,13000.0,-3.3,0.1,47,71,171,234,105,240,0.46,Methyltransferase domain,Transcript_3047.p1
Methyltransf_12,PF08242.8,99,Transcript_3047,-,384,2.3e-12,47.3,0.1,2,2,4.6e-15,7.4e-12,45.7,0.0,0,98,369,657,369,660,0.93,Methyltransferase domain,Transcript_3047.p1
Methyltransf_25,PF13649.2,101,Transcript_3047,-,384,6.2e-12,45.8,0.0,1,1,8.8e-15,1.4e-11,44.7,0.0,0,101,366,654,366,654,0.92,Methyltransferase domain,Transcript_3047.p1
Ubie_methyltran,PF01209.14,233,Transcript_3047,-,384,1.1e-09,37.9,0.0,1,1,1e-12,1.7e-09,37.3,0.0,42,154,342,675,303,732,0.81,ubiE/COQ5 methyltransferase family,Transcript_3047.p1
Methyltransf_15,PF09445.6,164,Transcript_3047,-,384,2.5e-07,30.5,0.5,1,1,3.4e-10,5.5e-07,29.4,0.5,2,61,363,543,357,654,0.87,RNA cap guanine-N2 methyltransferase,Transcript_3047.p1
SUR7,PF06687.8,209,Transcript_3048,-,219,2.2e-06,27.4,11.3,1,1,2.1e-10,3.4e-06,26.7,11.3,105,206,18,321,6,327,0.86,SUR7/PalI family,Transcript_3048.p1
LCCL,PF03815.15,97,Transcript_3049,-,546,8e-10,38.6,0.2,1,1,8.3e-14,1.3e-09,37.9,0.2,10,82,129,447,81,492,0.85,LCCL domain,Transcript_3049.p1
Myosin_head,PF00063.17,677,Transcript_3050,-,81,4.5e-24,84.5,0.1,1,1,2.9e-28,4.8e-24,84.5,0.1,199,279,0,240,0,243,0.97,Myosin head (motor domain),Transcript_3050.p1
Peptidase_M22,PF00814.21,268,Transcript_3053,-,391,5e-86,288.6,0.0,1,1,3.7e-90,6.1e-86,288.3,0.0,1,267,171,1062,168,1065,0.95,Glycoprotease family,Transcript_3053.p1
Fes1,PF08609.6,93,Transcript_3056,-,298,3e-25,88.8,0.7,1,3,4.9e-27,2.7e-23,82.5,0.3,0,93,21,267,21,267,0.86,Nucleotide exchange factor Fes1,Transcript_3056.p1
Fes1,PF08609.6,93,Transcript_3056,-,298,3e-25,88.8,0.7,2,3,1.3,6800.0,-2.1,0.0,43,79,297,393,276,405,0.52,Nucleotide exchange factor Fes1,Transcript_3056.p1
Fes1,PF08609.6,93,Transcript_3056,-,298,3e-25,88.8,0.7,3,3,0.026,140.0,3.3,0.0,55,85,414,504,396,510,0.9,Nucleotide exchange factor Fes1,Transcript_3056.p1
IBN_N,PF03810.15,74,Transcript_3056,-,298,1.4e-06,28.0,0.2,1,3,0.072,390.0,0.9,0.0,12,44,147,243,138,264,0.8,Importin-beta N-terminal domain,Transcript_3056.p1
IBN_N,PF03810.15,74,Transcript_3056,-,298,1.4e-06,28.0,0.2,2,3,0.0011,5.9,6.7,0.1,10,46,270,375,237,402,0.81,Importin-beta N-terminal domain,Transcript_3056.p1
IBN_N,PF03810.15,74,Transcript_3056,-,298,1.4e-06,28.0,0.2,3,3,9e-07,0.0049,16.6,0.0,6,54,390,531,378,624,0.85,Importin-beta N-terminal domain,Transcript_3056.p1
HEAT_2,PF13646.2,88,Transcript_3056,-,298,5.3e-06,26.7,0.0,1,2,1.4e-08,7.8e-05,23.0,0.0,1,62,285,513,282,726,0.8,HEAT repeats,Transcript_3056.p1
HEAT_2,PF13646.2,88,Transcript_3056,-,298,5.3e-06,26.7,0.0,2,2,0.085,460.0,1.3,0.0,18,44,654,723,555,885,0.56,HEAT repeats,Transcript_3056.p1
His_Phos_1,PF00300.18,194,Transcript_3057,-,304,5.8e-31,107.6,0.1,1,2,6e-23,9.7e-19,67.7,0.2,0,121,24,489,24,513,0.91,Histidine phosphatase superfamily (branch 1),Transcript_3057.p1
His_Phos_1,PF00300.18,194,Transcript_3057,-,304,5.8e-31,107.6,0.1,2,2,1.1e-10,1.8e-06,27.7,0.0,106,190,570,834,495,843,0.82,Histidine phosphatase superfamily (branch 1),Transcript_3057.p1
BCNT,PF07572.8,75,Transcript_3058,-,304,5.4e-21,74.3,0.8,1,3,0.63,10000.0,-3.5,0.0,35,47,327,363,318,366,0.74,Bucentaur or craniofacial development,Transcript_3058.p1
BCNT,PF07572.8,75,Transcript_3058,-,304,5.4e-21,74.3,0.8,2,3,0.13,2100.0,-1.3,0.0,44,74,522,612,489,615,0.78,Bucentaur or craniofacial development,Transcript_3058.p1
BCNT,PF07572.8,75,Transcript_3058,-,304,5.4e-21,74.3,0.8,3,3,1.5e-24,2.4e-20,72.2,0.0,13,74,690,867,660,870,0.92,Bucentaur or craniofacial development,Transcript_3058.p1
ASF1_hist_chap,PF04729.9,154,Transcript_3061,-,280,6.8e-72,240.3,0.0,1,1,5.8e-76,9.4e-72,239.9,0.0,0,154,0,462,0,462,1.0,ASF1 like histone chaperone,Transcript_3061.p1
WD40,PF00400.28,37,Transcript_3063,-,571,7.4e-08,32.8,9.3,1,6,0.026,420.0,1.9,0.0,22,37,666,711,606,711,0.82,"WD domain, G-beta repeat",Transcript_3063.p1
WD40,PF00400.28,37,Transcript_3063,-,571,7.4e-08,32.8,9.3,2,6,1.9e-07,0.0031,18.2,0.7,5,37,819,927,801,927,0.67,"WD domain, G-beta repeat",Transcript_3063.p1
WD40,PF00400.28,37,Transcript_3063,-,571,7.4e-08,32.8,9.3,3,6,0.075,1200.0,0.5,0.1,19,33,1008,1050,951,1062,0.73,"WD domain, G-beta repeat",Transcript_3063.p1
WD40,PF00400.28,37,Transcript_3063,-,571,7.4e-08,32.8,9.3,4,6,0.94,15000.0,-3.0,0.0,21,34,1149,1188,1122,1197,0.67,"WD domain, G-beta repeat",Transcript_3063.p1
WD40,PF00400.28,37,Transcript_3063,-,571,7.4e-08,32.8,9.3,5,6,0.00011,1.8,9.4,0.0,1,37,1218,1338,1215,1338,0.73,"WD domain, G-beta repeat",Transcript_3063.p1
WD40,PF00400.28,37,Transcript_3063,-,571,7.4e-08,32.8,9.3,6,6,0.011,170.0,3.1,0.0,22,37,1455,1497,1398,1497,0.81,"WD domain, G-beta repeat",Transcript_3063.p1
